product_id,product_category_name,avg_deliverytime,avg_review,price,delivery_cost,order_count,revenue
00e2784f846618842151d40ec730ece0,Furniture,6.64,5.0,109.9,13.11,1,123.01
00e32638060f6356e6f00749dc466b5c,sports leisure,16.521428571428572,4.142857142857143,699.0,131.41,7,830.41
00e41fb1706dc56cc3bbdd2c1d6df362,Furniture,9.63,4.0,24.9,11.85,1,36.75
00e437f5e55fc5a62e4ef2f84f41b5fb,Furniture,14.21,5.0,9.9,37.04,1,46.94
00e4ded51458037ecda216453eb79d3c,computers accessories,14.39,5.0,130.0,38.46,1,168.46
00e62bcf9337ca4c5d5b4c5c8188f8d2,health beauty,7.45,1.0,208.69,16.56,1,225.25
00e928700d549c4173b1bf631ca30abf,sports leisure,35.07,5.0,55.9,42.42,1,98.32
00efb9a8ce0cf3b2f37892ab003edc10,sports leisure,32.56,1.0,289.9,22.52,1,312.41999999999996
00f179926ae5965cd6ff548d765d8a61,computers accessories,16.953333333333333,5.0,47.67,54.46,3,102.13
00f2fa1c4397392f20e5627e3220accd,housewares,11.36,5.0,99.99,58.78,1,158.76999999999998
00f42e56821b1779fbf397fe72639054,Furniture,6.970000000000001,2.5,199.98,36.65,2,236.63
00f8c37377b038c9c791128d2f928111,electronics,28.369999999999997,3.0,40.8,21.49,2,62.28999999999999
00faa46f36261af8bbf3a4d37fa4841b,Fashion,14.955000000000002,4.6,2800.0,214.56,10,3014.56
00fd6afd95fe066db8433832180a5369,telephony,6.19,5.0,1502.93,17.78,1,1520.71
00fefaf41156bb4b0d850fb27da97897,sports leisure,5.798,4.8,69.95,60.07,5,130.02
00ffe57f0110d73fd84d162252b2c784,housewares,9.53,4.0,179.98,12.46,1,192.44
0103208eb1ea5a1a7359c0251a65e37a,toys,6.99,5.0,759.9,32.27,1,792.17
0105b5323d24fc655f73052694dbbb3a,computers accessories,11.774,3.0,649.95,84.14,5,734.09
01078a94cb29913dfda1a962fd4e3400,toys,10.915,4.0,149.8,27.3,2,177.10000000000002
010951987d78f9d52fbf50a43b690ba1,computers accessories,17.19,5.0,533.7,90.53999999999999,3,624.24
010a3a47c14f1295796c08419f32cef6,telephony,3.9466666666666668,4.333333333333333,29.97,75.92999999999999,3,105.89999999999999
010c38887e6a41a5acfea2687515b254,Furniture,19.716666666666665,3.3333333333333335,179.7,50.77,3,230.47
010c79af51e82f60de174b6da6060c0a,toys,6.609999999999999,3.5,175.8,18.72,2,194.52
010c988805cc0a13b9ba455ffc6c8510,stationery,13.635,5.0,298.0,38.23,2,336.23
010f24a605e8431fc68562e597f80d63,computers accessories,7.91,5.0,24.9,8.33,1,33.23
0110573bc9195aa810a4384f189f48f5,Furniture,11.0975,4.75,479.96,115.97,4,595.93
0110986ff84d644fee920efb18577292,auto,8.61,4.0,59.9,26.74,1,86.64
0111ab6fb41da433e0f17d3f4ec2c8f5,toys,10.903333333333334,5.0,105.0,67.09,3,172.09
0112c32bab2fb9a2147b92cdd5f1d3e7,cool stuff,21.86,5.0,65.0,18.02,1,83.02
011377a7487fef47fc9e73fa5f7322a6,baby,12.239999999999998,3.0,97.98,53.18,2,151.16
0116f3b947377cccf0135f8071b54d74,sports leisure,2.53,5.0,99.9,12.65,1,112.55000000000001
01175f0c6182b4410c669417d7e8268f,toys,8.33,4.0,35.09,15.1,1,50.190000000000005
011967a30ceeaa86acb72e79664544ad,sports leisure,16.555,4.0,199.8,90.59,2,290.39
011ae9863bd5b15e528a16dd8ceb4772,toys,13.442857142857141,4.428571428571429,4749.3,200.62,7,4949.92
011bb8a6af5178b33871a83c4f297d32,computers accessories,16.15,4.0,31.58,15.93,1,47.51
011be89e68e286ac07f51c22ecbb04aa,sports leisure,16.285,2.5,139.8,68.29,2,208.09000000000003
011c2759ca1a29c74ecd8bfa48d0ac14,housewares,9.97,4.0,22.9,18.26,1,41.16
01217a683550744160a91eaa46a92305,perfumery,15.264000000000001,3.4,277.5,95.24,5,372.74
0124d1581f26143e988b8e1a4b7adab7,housewares,18.1,2.0,48.6,21.92,2,70.52000000000001
0127db1f4effcf8f5b88d80588bc5624,watches gifts,12.6,4.0,98.0,50.25,2,148.25
0129d1e9b29d3fe6833cc922374cd252,consoles games,8.935714285714285,4.714285714285714,81.64,106.84,7,188.48000000000002
012dd0e1c1f14325ee35f06748329355,health beauty,5.61,4.0,299.08,10.25,1,309.33
0130c4375ccbe30dbfa676abd076a056,housewares,11.17,5.0,169.8,35.68,2,205.48000000000002
013298e0648d412de0d65690045493bc,perfumery,5.25,5.0,49.9,22.28,1,72.18
0134eb6b933b7ebc0f9e24ae5abefaa0,home appliances,5.27,5.0,40.5,8.82,1,49.32
0135900191d4383219257d6fde585ccf,pet shop,3.02,1.0,317.98,74.88,2,392.86
01365901d8f2247976a7e5d4c98c52c0,watches gifts,9.203333333333333,3.0,87.0,30.85,3,117.85
0138b665025e0b24bfa6206d97b0f117,Furniture,6.04,5.0,169.9,9.3,1,179.20000000000002
013b5dd7d319685753e2c12292975615,kitchen dining laundry garden furniture,3.07,3.0,265.99,96.82,1,362.81
013c4b7963865454407e0c79047636c3,sports leisure,10.15,5.0,52.7,27.32,1,80.02000000000001
013cc658e88b36989b48b2bd5f7add59,sports leisure,14.46,5.0,119.49,57.61,1,177.1
013e6676e0e3529e5909ff54370daddf,computers accessories,14.81125,3.25,2299.2,129.51,8,2428.71
013ee64977aaa6b2b25475095162e0e9,bed bath table,10.015714285714285,4.5,979.8599999999999,256.69,14,1236.55
013fef6ee8c8f3ff998e8f0a950a0495,housewares,7.17,3.0,13.5,7.39,1,20.89
0141015d2469c1c5f9d7d377d1cdb44a,Furniture,12.95,5.0,139.0,85.75,1,224.75
0141f5b2fc5389a8b247ae23b58482ef,watches gifts,9.9,5.0,199.0,16.14,1,215.14
01422266d7a3131403364787ef9dab11,cool stuff,15.170000000000002,1.5,67.8,16.419999999999998,2,84.22
0142fd5bd2e0923cf2dbc73d471dda34,Fashion,17.71,5.0,74.9,17.26,1,92.16000000000001
014a8a503291921f7b004a5215bb3c36,baby,13.582222222222223,4.111111111111111,658.74,195.92,18,854.66
014d94f219fbff1166b9cf700eee36b2,watches gifts,2.03,5.0,199.9,3.43,1,203.33
01503fbd89d42654631476b292b8bc8c,sports leisure,3.01,5.0,89.99,7.49,1,97.47999999999999
0152cb427657428c06633fce6d721da4,Food & Beverage,8.675,4.5,339.8,23.38,2,363.18
0152f69b6cf919bcdaf117aa8c43e5a2,bed bath table,13.930655737704917,3.8852459016393444,939.9,918.68,61,1858.58
01545847403c0f1e69d76654d66be35c,pet shop,5.55,4.666666666666667,129.7,41.57,3,171.26999999999998
015527ec9502daa03dfd0e22ef1d1288,housewares,3.29,5.0,52.0,14.89,2,66.89
01586bfbe1d5449887f1cac4ad1fbd02,fixed telephony,5.08,3.0,12.97,10.96,1,23.93
01593b27eef404f592e6a3f1174493bf,cool stuff,7.414999999999999,4.5,439.98,30.58,2,470.56
015dfd6612249811b2e147c1f3be048f,housewares,8.85,5.0,29.9,11.85,1,41.75
015e04445dedbd5da301ef29cbb03f83,bed bath table,10.408,4.4,313.5,77.03999999999999,5,390.53999999999996
015e652da4f31f2f7a051a6de66094c0,bed bath table,12.415,3.5,149.8,65.72999999999999,2,215.53
015ec57b45a4c3efc70288eb133d623a,health beauty,13.96,5.0,305.0,17.89,1,322.89
015f06d7b83e5a6f7d1765fb5d8bdfa6,Fashion,21.64,5.0,24.9,10.96,1,35.86
01604238fbc11ce379e537a76b26bc94,electronics,8.97,1.0,36.64,36.46,2,73.1
0160785b697a5ea87d52949bd097ce05,luggage accessories,7.6066666666666665,5.0,626.7,206.2,3,832.9000000000001
0160814e8c847c018da9cf3e01c271be,health beauty,5.92,5.0,79.56,7.82,1,87.38
0164201c7c8b81dc5779e015e2d7be59,bed bath table,17.44,1.0,43.98,25.59,2,69.57
016711f78a6a87696645db0a6a834826,health beauty,11.74578947368421,4.526315789473684,1903.7,296.07,19,2199.77
0167ff78aa8cd40d5432d3daae646c7a,Furniture,4.55,5.0,46.9,11.74,1,58.64
016809bbae76f284266dcffcbb12480b,luggage accessories,15.73,5.0,69.9,14.66,1,84.56
0168e1b28d8e55a515928cf656eff0a4,auto,9.6,5.0,39.5,16.47,1,55.97
016becd5c493d3b3872aaa7294accf52,sports leisure,7.31,4.0,136.5,19.09,1,155.59
016cae136d358dcdacbd7ac9f1864c09,sports leisure,17.568,2.6,315.0,92.76,5,407.76
016f3b29107ed03252e477b08445cec4,auto,9.44,4.0,54.9,16.01,1,70.91
017066298c485af1e19e55363f5dc362,sports leisure,13.55,5.0,43.98,25.41,2,69.39
0174eb125f49a617bd9c6277e5aa76a9,home appliances,5.75,5.0,152.25,8.81,1,161.06
0176300ac9900e260f35fbddd71c6d92,home appliances,24.81,4.0,120.9,38.99,1,159.89000000000001
017692475c1c954ff597feda05131d73,perfumery,8.791923076923077,3.5384615384615383,366.65,276.25,26,642.9
0176bf7839ab4e611dc01cdc3ef6f4e4,cool stuff,12.408750000000001,4.5,1631.0,170.78,8,1801.78
017e3ffa31fcd2f8061fa66a9e486381,watches gifts,4.87,5.0,1654.44,18.23,1,1672.67
017e8dcb2e1a468d46e6e80fd694c5ec,auto,8.08,5.0,118.8,20.02,1,138.82
0182796b487918d688ba48cf3a0d1bf4,cool stuff,11.13,5.0,199.0,20.63,1,219.63
0182db9fc95fd36e324e8a4c40c0819a,baby,13.15,4.0,139.9,16.05,1,155.95000000000002
01847cb3f55acfd629641e58e38e561e,garden tools,8.208571428571428,4.571428571428571,376.0,96.62,7,472.62
01849445c151d94a1f0cfff03c9ed154,bed bath table,6.86,5.0,49.9,13.37,1,63.269999999999996
0185e6719ca5c224fc53853997fa3f68,bed bath table,12.69,4.0,110.0,15.52,1,125.52
0185f302dc17abf603edfe7929a0120a,auto,10.34,4.0,59.9,17.67,1,77.57
01880e9ca075037ac0520fb94c07a79a,auto,6.385,5.0,32.98,25.62,2,58.599999999999994
018ca97302e4293050cc41413194bb19,agro industry and commerce,3.93,1.0,88.0,11.95,1,99.95
018e4943e4cc9ed099f6fc1a7b65b07d,housewares,4.21,5.0,49.9,15.45,1,65.35
019003324f0a201dd2c8962beaf94b6d,Books,7.3,5.0,64.99,19.37,1,84.36
0192191cc1bc83262d6667c54c2e048f,Fashion,19.97,5.0,169.8,37.67,2,207.47000000000003
0193fc18d9a6e9b9b0b3a41768fefa12,baby,9.17,4.5,239.8,45.54,2,285.34000000000003
01948c8dbac93beb665f136bccd530d8,consoles games,24.82,1.0,69.9,27.03,1,96.93
0198a991deae439205851e71a7b0bdf7,Furniture,15.11,5.0,269.9,60.9,1,330.79999999999995
019d8b8866a5555ac955b45ffd35e039,bed bath table,4.18,5.0,74.9,18.62,1,93.52000000000001
01a0f7d0d081d619be810e512be45f97,bed bath table,25.9,1.0,286.0,14.44,1,300.44
01a184b7d8422cd95e9cf2a8cff32b5e,housewares,6.3100000000000005,3.5,239.8,30.95,2,270.75
01a2ad2b54cd734f78cb817da7752d8b,perfumery,9.62,5.0,113.0,29.02,2,142.02
01a5038835acf17f141c7247956b72d6,bed bath table,6.9325,4.5,409.6,69.57,4,479.17
01a52711e989a817ab8100ddcf8d2940,health beauty,4.24,5.0,129.9,12.61,1,142.51
01a630ec9b9f9387e5a91c1f83bd209b,Furniture,21.98,4.0,7.12,17.6,1,24.720000000000002
01a88bd2633c52bcc66348307cb3ae15,auto,10.35,5.0,719.96,171.18,2,891.1400000000001
01a900ffd5609ad754c38f9dcbce8c6d,sports leisure,11.13,5.0,99.0,27.23,1,126.23
01a9707790aab6855a6438b92c4c396b,housewares,5.67,2.0,89.9,14.21,1,104.11000000000001
01a977e282d5884149e79181506c0941,toys,15.13,5.0,35.0,17.63,1,52.629999999999995
01aa9c122bda45bcbf7edd32fbc36d23,Furniture,33.47,5.0,239.0,81.05,1,320.05
01aace6e8152ecaf9eb47678521069c6,computers accessories,20.7,5.0,23.7,22.06,1,45.76
01af6a4592d74b6d41ceeede0bd8b417,sports leisure,18.89,4.0,199.9,17.84,1,217.74
01b0238705b6ae8e35c6fea837e6ae4a,health beauty,11.08,1.0,8.03,5.46,1,13.489999999999998
01b154ceb5457897eb28b9e549f28219,stationery,2.27,5.0,78.0,7.41,1,85.41
01b25153516d822621a92f9ce0b03e17,housewares,5.62,4.0,34.9,9.34,1,44.239999999999995
01b660ebc1a0c293ccf9b117fa6dd8bb,housewares,6.79,5.0,54.9,13.44,1,68.34
01b8234bc0c131e61acb47932d0bc25f,sports leisure,8.37,5.0,19.9,15.24,1,35.14
01b864cf36d60d972e2e29d8c5084d64,bed bath table,7.98,4.0,139.99,21.47,1,161.46
01bc2a3c12d6e588aecb54ffad194c13,sports leisure,16.735,5.0,239.7,44.25,2,283.95
01bd9be7c04525d23a4a901b4abbf56c,housewares,6.175,5.0,639.6,97.88,4,737.48
01c2e91674406ebaca6a1bbf7f61c3f0,computers accessories,7.05,1.0,175.4,3.52,1,178.92000000000002
01c3486b189d16ad1b35270d5881e5a4,baby,8.31,4.0,199.75,35.48,1,235.23
01c666c82f414c762ad21bffa56e8b49,toys,8.49,5.0,94.9,18.54,1,113.44
01c69d0fbb0d9d8f42ac171ac1238233,health beauty,22.93,5.0,680.0,184.98,1,864.98
01c96f284d6c40f92f25142a59328511,garden tools,14.68,4.666666666666667,1167.0,76.5,3,1243.5
01c9a70868bec5b748c67fcc26ce5895,toys,12.159375,4.25,1642.4,256.11,16,1898.5100000000002
01caf54032309b518a584331b8a673f6,luggage accessories,4.05,5.0,54.9,13.4,1,68.3
01cb96c64e8e35f29826a58963f6ecc5,construction tools lights,10.19,5.0,99.0,64.06,1,163.06
01cda14e6051f3dcf61bb80abf210b79,computers accessories,23.82,4.0,24.89,15.23,1,40.120000000000005
01cdc6fbdb39fc792bb4c40164ce2331,auto,45.48,2.0,114.9,33.25,1,148.15
01cf56cd6138b926a4802d16fc304149,electronics,12.643333333333333,3.5,1071.66,156.93,6,1228.5900000000001
01cf7c4cffff8db0a1cbe612bd2d50a4,Furniture,7.0920000000000005,4.2,209.25,185.59,10,394.84000000000003
01cf8c7364048b4b6ed0fe400667054d,toys,13.65,5.0,229.9,27.87,1,257.77
01cfc3d9c29504c2d370933e53f002b4,perfumery,9.59,4.5,358.0,57.51,2,415.51
01d15932271068f9fd1f369b8449cac1,cool stuff,10.925,5.0,243.1,45.91,2,289.01
01d40fca05c4227b987ee069be837b49,construction tools lights,3.93,5.0,199.9,18.7,1,218.6
01d4157fd9738ea81038316ae4cfc192,bed bath table,6.78,4.333333333333333,336.0,88.13,6,424.13
01da7f08d8327e0b4fab7edaa0c417a4,telephony,22.11875,3.375,2173.0,136.23,8,2309.23
01e20e6604216c8adb31d463214ba00c,home construction,18.82,5.0,319.9,36.03,1,355.92999999999995
01e25be2c25019945382e057a8292e72,bed bath table,41.23,3.0,113.0,23.37,1,136.37
01e66dc5bf4d5a186d856506a4f0fea2,sports leisure,5.04,1.0,24.41,12.6,1,37.01
01ea47d0dff23faa8d07ba3f353d2af0,auto,9.0,5.0,44.5,8.72,1,53.22
01ebdb7ca76a3c581c0d5229ed80be7c,garden tools,1.59,5.0,28.96,8.72,1,37.68
01ece5f98b5fe510881404f92229a49f,bed bath table,7.73,3.0,39.99,13.71,1,53.7
01ecf875ab885ebcae3dd2b1ccc4715f,electronics,5.65,3.0,69.4,19.68,1,89.08000000000001
01ef0716b68c8493434ad32430c24e18,bed bath table,13.336000000000002,2.4,317.95,73.03,5,390.98
01f1608fbd6fc5b04308ff6157326e6d,telephony,17.11,3.0,104.97,42.05,3,147.01999999999998
01f2d77d8a63937c77c7128ce4bd2ada,auto,13.0175,4.25,339.6,78.8,4,418.40000000000003
01f3a99b81f49109d42540d84bcb8e07,sports leisure,4.825,4.5,90.1,15.16,2,105.25999999999999
01f76c07f91a533acd46cc6ab989be23,Fashion,15.89,4.0,71.82,17.75,1,89.57
01fc56750f0d3444c4a1746ecf19dee0,sports leisure,14.606666666666667,4.333333333333333,254.70000000000002,62.36,3,317.06
01fd8a430d3bea327b7c71e651391001,consoles games,5.19,5.0,12.99,7.39,1,20.38
01ff1ff8aa5dec93e9938b989393a4ca,perfumery,7.035714285714286,2.7142857142857144,370.4,47.68,7,418.08
02032c15ca85744c99aa99583e824a90,stationery,7.11,4.0,36.0,15.1,1,51.1
02034d6c9c4814a08a3a0f5a6ad84332,computers accessories,18.02,3.0,269.0,28.14,1,297.14
02044dc95cf33aaf55e03bde1b042539,computers accessories,16.265,5.0,91.98,28.86,2,120.84
02064a5bc5d3656476e9dab151c69989,auto,7.585,5.0,481.0,29.810000000000002,2,510.81
02090f97a28b3d10d19a09f045f6df34,watches gifts,22.02,5.0,349.9,19.52,1,369.41999999999996
020a80cb704bf65f38761fcedf2af192,auto,6.608461538461539,3.769230769230769,633.6999999999999,207.45,13,841.1499999999999
0210b75f6f4de09dfc17a66803290f8a,Food & Beverage,6.09,4.0,142.0,27.94,1,169.94
021426c19c264227de3c34e3f5e2f4ee,pet shop,5.63,5.0,104.0,9.29,1,113.28999999999999
0214e4741dab5812bb31a61af1dc3de5,bed bath table,11.84,5.0,169.0,15.93,1,184.93
021c41b063949bf529b79289c58e0a8b,pet shop,10.77,5.0,103.0,14.3,1,117.3
021d39ee869e87d5288f4e731df4a90e,housewares,23.15,1.0,636.0,54.32,1,690.32
021f04378f9692f8747f926f38bb8281,garden tools,7.1,5.0,60.5,22.24,1,82.74
022649cdc8ef07dddfa3de3409647e00,costruction tools tools,5.4,5.0,34.9,11.15,1,46.05
0226c9207aea0b16076a27ca65cb4929,perfumery,38.870000000000005,3.5,427.0,34.18,2,461.18
02293621a345f7cddda16c5d9c7990e4,telephony,13.942000000000002,3.6,109.94999999999999,73.74,5,183.69
